Contest No,Problem Category,Problem Name,Tags,Difficulty,Total solve
1738,D,Permutation Addicts,"['constructive algorithms', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'trees']",1900.0,3001.0
1738,C,Even Number Addicts,"['dp', 'games', 'greedy', 'math']",1500.0,9086.0
1738,B,Prefix Sum Addicts,"['constructive algorithms', 'greedy', 'math', 'sortings']",1200.0,12465.0
1738,A,Glory Addicts,"['greedy', 'implementation', 'sortings']",800.0,12858.0
1737,G,Ela Takes Dancing Class,"['binary search', 'data structures']",3500.0,86.0
1737,F,Ela and Prime GCD,"['constructive algorithms', 'math', 'number theory']",3300.0,101.0
1737,E,Ela Goes Hiking,"['combinatorics', 'dp', 'math', 'probabilities']",2500.0,796.0
1737,D,Ela and the Wiring Wizard,"['brute force', 'dp', 'graphs', 'greedy', 'implementation', 'shortest paths']",2200.0,1675.0
1737,C,Ela and Crickets,"['constructive algorithms', 'games', 'implementation', 'math']",1500.0,5009.0
1737,B,Ela's Fitness and the Luxury Number,"['binary search', 'implementation', 'math']",1300.0,8281.0
1737,A,Ela Sorting Books,"['greedy', 'implementation', 'strings']",900.0,9297.0
1736,E,Swap and Take,"['dp', 'greedy']",2600.0,492.0
1736,D,Equal Binary Subsequences,"['constructive algorithms', 'geometry', 'greedy', 'implementation', 'strings']",2200.0,2124.0
1736,C2,Good Subarrays (Hard Version),"['binary search', 'data structures', 'dp', 'two pointers']",2400.0,1066.0
1736,C1,Good Subarrays (Easy Version),"['binary search', 'data structures', 'schedules', 'two pointers']",1300.0,12531.0
1736,B,Playing with GCD,"['math', 'number theory']",1200.0,14418.0
1736,A,Make A Equal to B,"['brute force', 'greedy', 'sortings']",800.0,21039.0
1735,F,Pebbles and Beads,"['data structures', 'geometry']",2900.0,171.0
1735,E,House Planning,"['constructive algorithms', 'data structures', 'graph matchings', 'greedy']",2400.0,928.0
1735,D,Meta-set,"['brute force', 'combinatorics', 'data structures', 'hashing', 'math']",1700.0,4723.0
1735,C,Phase Shift,"['dfs and similar', 'dsu', 'graphs', 'greedy', 'implementation', 'strings']",1400.0,8543.0
1735,B,Tea with Tangerines,"['greedy', 'math']",900.0,16402.0
1735,A,Working Week,"['constructive algorithms', 'greedy', 'math']",800.0,19052.0
1734,F,Zeros and Ones,"['bitmasks', 'divide and conquer', 'dp', 'math']",2500.0,628.0
1734,E,Rectangular Congruence,"['constructive algorithms', 'number theory']",2100.0,2443.0
1734,D,Slime Escape,"['data structures', 'dp', 'greedy', 'two pointers']",1800.0,5239.0
1734,C,Removing Smallest Multiples,"['greedy', 'math']",1200.0,14259.0
1734,B,"Bright, Nice, Brilliant",['constructive algorithms'],800.0,14931.0
1734,A,Select Three Sticks,"['brute force', 'greedy', 'sortings']",800.0,19569.0
1733,E,Conveyor,"['constructive algorithms', 'dp', 'math']",2700.0,941.0
1733,D2,Zero-One (Hard Version),"['dp', 'greedy']",2000.0,3455.0
1733,D1,Zero-One (Easy Version),"['constructive algorithms', 'greedy', 'math']",1400.0,10987.0
1733,C,Parity Shuffle Sorting,"['constructive algorithms', 'sortings']",1300.0,13059.0
1733,B,Rule of League,"['constructive algorithms', 'math']",900.0,17826.0
1733,A,Consecutive Sum,"['greedy', 'sortings']",800.0,19715.0
1732,E,Location,"['data structures', 'dp', 'math', 'number theory']",2800.0,332.0
1732,D2,Balance (Hard version),"['brute force', 'data structures', 'number theory']",2400.0,1180.0
1732,D1,Balance (Easy version),"['brute force', 'data structures', 'implementation', 'number theory']",1500.0,6952.0
1732,C2,Sheikh (Hard Version),"['binary search', 'bitmasks', 'brute force', 'greedy', 'implementation', 'two pointers']",2100.0,2124.0
1732,C1,Sheikh (Easy version),"['binary search', 'bitmasks', 'greedy', 'two pointers']",1800.0,4605.0
1732,B,Ugu,"['brute force', 'dp', 'greedy', 'implementation']",900.0,12401.0
1732,A,Bestie,"['brute force', 'combinatorics', 'constructive algorithms', 'implementation', 'math', 'number theory']",1000.0,12748.0
1731,F,Function Sum,"['brute force', 'combinatorics', 'dp', 'fft', 'math']",2500.0,555.0
1731,E,Graph Cost,"['dp', 'greedy', 'math', 'number theory']",2000.0,2229.0
1731,D,Valiant's New Map,"['binary search', 'brute force', 'data structures', 'dp', 'two pointers']",1700.0,5631.0
1731,C,Even Subarrays,"['bitmasks', 'brute force', 'hashing', 'math', 'number theory']",1700.0,7569.0
1731,B,Kill Demodogs,"['greedy', 'math']",1100.0,14920.0
1731,A,Joey Takes Money,"['greedy', 'math']",800.0,21065.0
1730,F,Almost Sorted,"['bitmasks', 'data structures', 'dp']",2700.0,314.0
1730,E,Maximums and Minimums,"['combinatorics', 'data structures', 'divide and conquer', 'number theory']",2700.0,507.0
1730,D,Prefixes and Suffixes,"['constructive algorithms', 'strings', 'two pointers']",2200.0,2366.0
1730,C,Minimum Notation,"['data structures', 'greedy', 'math', 'sortings']",1200.0,14077.0
1730,B,Meeting on the Line,"['binary search', 'geometry', 'greedy', 'implementation', 'math', 'ternary search']",1600.0,10073.0
1730,A,Planets,"['data structures', 'greedy', 'sortings']",800.0,21205.0
1729,G,Cut Substrings,"['combinatorics', 'dp', 'hashing', 'strings', 'two pointers']",2100.0,1803.0
1729,F,Kirei and the Linear Function,"['hashing', 'math']",1900.0,3546.0
1729,E,Guess the Cycle Size,"['interactive', 'probabilities']",1800.0,5943.0
1729,D,Friends and the Restaurant,"['greedy', 'sortings', 'two pointers']",1200.0,15668.0
1729,C,Jumping on Tiles,"['constructive algorithms', 'strings']",1100.0,17274.0
1729,B,Decode String,"['greedy', 'strings']",800.0,26781.0
1729,A,Two Elevators,['math'],800.0,34414.0
1728,G,Illumination,"['binary search', 'bitmasks', 'brute force', 'combinatorics', 'dp', 'math', 'two pointers']",2700.0,327.0
1728,F,Fishermen,"['flows', 'graph matchings', 'greedy']",3100.0,300.0
1728,E,Red-Black Pepper,"['brute force', 'data structures', 'greedy', 'math', 'number theory']",2300.0,1458.0
1728,D,Letter Picking,"['constructive algorithms', 'dp', 'games', 'two pointers']",1800.0,5917.0
1728,C,Digital Logarithm,"['data structures', 'greedy', 'sortings']",1400.0,12999.0
1728,B,Best Permutation,"['constructive algorithms', 'greedy']",800.0,19153.0
1728,A,Colored Balls: Revisited,"['brute force', 'greedy', 'implementation', 'sortings']",800.0,23333.0
1726,H,Mainak and the Bleeding Polygon,"['binary search', 'geometry', 'implementation', 'math']",3500.0,68.0
1726,G,A Certain Magical Party,"['combinatorics', 'data structures', 'greedy', 'sortings']",3300.0,195.0
1726,F,Late For Work (submissions are not allowed),"['data structures', 'greedy', 'schedules', 'shortest paths']",2900.0,131.0
1726,E,Almost Perfect,"['combinatorics', 'fft', 'math']",2400.0,1207.0
1726,D,Edge Split,"['brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'probabilities', 'trees']",2000.0,3205.0
1726,C,Jatayu's Balanced Bracket Sequence,"['data structures', 'dsu', 'graphs', 'greedy']",1300.0,10890.0
1726,B,Mainak and Interesting Sequence,"['bitmasks', 'constructive algorithms', 'math']",1100.0,13647.0
1726,A,Mainak and Array,"['greedy', 'math']",900.0,17397.0
1725,M,Moving Both Hands,"['dp', 'graphs', 'shortest paths']",1800.0,2157.0
1725,L,Lemper Cooking Competition,['data structures'],2400.0,675.0
1725,K,Kingdom of Criticism,"['data structures', 'dsu']",2500.0,442.0
1725,J,Journey,"['dp', 'trees']",2500.0,282.0
1725,I,Imitating the Key Tree,"['combinatorics', 'dsu', 'trees']",2800.0,149.0
1725,H,Hot Black Hot White,"['constructive algorithms', 'math']",1800.0,2077.0
1725,G,Garage,"['binary search', 'geometry', 'math']",1500.0,4682.0
1725,F,Field Photography,"['bitmasks', 'data structures', 'sortings']",2100.0,810.0
1725,E,Electrical Efficiency,"['combinatorics', 'data structures', 'dp', 'math', 'number theory', 'trees']",2500.0,301.0
1725,D,Deducing Sortability,"['binary search', 'bitmasks', 'math']",2900.0,106.0
1725,C,Circular Mirror,"['binary search', 'combinatorics', 'geometry', 'math', 'two pointers']",2000.0,1243.0
1725,B,Basketball Together,"['binary search', 'greedy', 'sortings']",1000.0,9077.0
1725,A,Accumulation of Dominoes,['math'],800.0,8484.0
1722,G,Even-Odd XOR,"['bitmasks', 'constructive algorithms', 'greedy']",1500.0,8137.0
1722,F,L-shapes,"['dfs and similar', 'implementation']",1700.0,5597.0
1722,E,Counting Rectangles,"['brute force', 'data structures', 'dp', 'implementation']",1600.0,8169.0
1722,D,Line,"['greedy', 'sortings']",1100.0,19126.0
1722,C,Word Game,"['data structures', 'implementation']",800.0,25437.0
1722,B,Colourblindness,['implementation'],800.0,36161.0
1722,A,Spell Check,['implementation'],800.0,37707.0
1721,F,Matching Reduction,"['brute force', 'constructive algorithms', 'dfs and similar', 'flows', 'graph matchings', 'graphs', 'interactive']",2800.0,304.0
1721,E,Prefix Function Queries,"['dfs and similar', 'dp', 'hashing', 'string suffix structures', 'strings', 'trees']",2200.0,1549.0
1721,D,Maximum AND,"['bitmasks', 'dfs and similar', 'divide and conquer', 'greedy', 'sortings']",1800.0,5398.0
1721,C,Min-Max Array Transformation,"['binary search', 'greedy', 'two pointers']",1400.0,11567.0
1721,B,Deadly Laser,['implementation'],1000.0,19569.0
1721,A,Image,"['greedy', 'implementation']",800.0,24927.0
1720,E,Misha and Paintings,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",2700.0,672.0
1720,D2,Xor-Subsequence (hard version),"['bitmasks', 'data structures', 'dp', 'strings', 'trees']",2400.0,1527.0
1720,D1,Xor-Subsequence (easy version),"['bitmasks', 'brute force', 'dp', 'strings', 'trees', 'two pointers']",1800.0,5068.0
1720,C,Corners,"['greedy', 'implementation']",1200.0,14767.0
1720,B,Interesting Sum,"['brute force', 'data structures', 'greedy', 'math', 'sortings']",800.0,19458.0
1720,A,Burenka Plays with Fractions,"['math', 'number theory']",900.0,19824.0
1719,C,Fighting Tournament,"['binary search', 'data structures', 'implementation', 'two pointers']",1400.0,11550.0
1719,B,Mathematical Circus,"['constructive algorithms', 'math']",800.0,17678.0
1719,A,Chip Game,"['games', 'math']",800.0,23642.0
1718,F,"Burenka, an Array and Queries","['data structures', 'math', 'number theory']",3300.0,120.0
1718,E,Impressionism,"['constructive algorithms', 'graphs', 'implementation', 'math']",3500.0,88.0
1718,D,Permutation for Burenka,"['data structures', 'graph matchings', 'greedy', 'math', 'trees']",3300.0,207.0
1718,C,Tonya and Burenka-179,"['data structures', 'greedy', 'math', 'number theory']",2400.0,1299.0
1718,B,Fibonacci Strings,"['greedy', 'implementation', 'math', 'number theory']",2000.0,2519.0
1718,A2,Burenka and Traditions (hard version),"['data structures', 'dp', 'greedy']",1900.0,4314.0
1718,A1,Burenka and Traditions (easy version),"['dp', 'greedy']",1800.0,4803.0
1717,F,Madoka and The First Session,"['constructive algorithms', 'flows', 'graph matchings', 'graphs', 'implementation']",2500.0,437.0
1717,E,Madoka and The Best University,"['math', 'number theory']",2200.0,2100.0
1717,D,Madoka and The Corruption Scheme,"['combinatorics', 'constructive algorithms', 'greedy', 'math']",1900.0,3850.0
1717,C,Madoka and Formal Statement,['greedy'],1300.0,12547.0
1717,B,Madoka and Underground Competitions,"['constructive algorithms', 'implementation']",1100.0,13651.0
1717,A,Madoka and Strange Thoughts,"['math', 'number theory']",800.0,18235.0
1716,F,Bags with Balls,"['combinatorics', 'dp', 'math', 'number theory']",2500.0,815.0
1716,E,Swap and Maximum Block,"['bitmasks', 'data structures', 'dfs and similar', 'divide and conquer', 'dp']",2500.0,855.0
1716,D,Chip Move,"['brute force', 'dp', 'math']",2000.0,4361.0
1716,C,Robot in a Hallway,"['data structures', 'dp', 'greedy', 'implementation', 'ternary search']",2000.0,3685.0
1716,B,Permutation Chain,"['constructive algorithms', 'math']",800.0,20610.0
1716,A,2-3 Moves,"['greedy', 'math']",800.0,28860.0
1715,F,Crop Squares,"['constructive algorithms', 'geometry', 'interactive', 'math']",2700.0,442.0
1715,E,Long Way Home,"['data structures', 'divide and conquer', 'dp', 'geometry', 'graphs', 'greedy', 'shortest paths']",2400.0,1303.0
1715,D,2+ doors,"['2-sat', 'bitmasks', 'graphs', 'greedy']",1900.0,4257.0
1715,C,Monoblock,"['combinatorics', 'data structures', 'implementation', 'math']",1700.0,7561.0
1715,B,Beautiful Array,"['constructive algorithms', 'greedy', 'math']",1000.0,17994.0
1715,A,Crossmarket,"['constructive algorithms', 'greedy', 'math']",800.0,22250.0
1714,G,Path Prefixes,"['binary search', 'data structures', 'dfs and similar', 'trees']",1700.0,5965.0
1714,F,Build a Tree and That Is It,"['constructive algorithms', 'implementation', 'trees']",1900.0,2662.0
1714,E,Add Modulo 10,"['brute force', 'math', 'number theory']",1400.0,12779.0
1714,D,Color with Occurrences,"['brute force', 'data structures', 'dp', 'greedy', 'strings']",1600.0,7444.0
1714,C,Minimum Varied Number,['greedy'],800.0,26860.0
1714,B,Remove Prefix,"['data structures', 'greedy', 'implementation']",800.0,26038.0
1714,A,Everyone Loves to Sleep,"['implementation', 'math']",900.0,25169.0
1713,F,Lost Array,"['bitmasks', 'combinatorics', 'constructive algorithms', 'dp', 'math']",2900.0,408.0
1713,E,Cross Swapping,"['2-sat', 'data structures', 'dsu', 'greedy', 'matrices']",2400.0,1351.0
1713,D,Tournament Countdown,"['constructive algorithms', 'greedy', 'interactive', 'number theory', 'probabilities']",1800.0,5045.0
1713,C,Build Permutation,"['constructive algorithms', 'dp', 'math']",1200.0,15068.0
1713,B,Optimal Reduction,"['constructive algorithms', 'sortings']",1000.0,19150.0
1713,A,Traveling Salesman Problem,"['geometry', 'greedy', 'implementation']",800.0,20770.0
1712,F,Triameter,"['binary search', 'data structures', 'dfs and similar', 'trees']",3200.0,221.0
1712,E2,LCM Sum (hard version),"['brute force', 'data structures', 'math', 'number theory', 'two pointers']",2500.0,1001.0
1712,E1,LCM Sum (easy version),"['binary search', 'brute force', 'combinatorics', 'math', 'number theory', 'two pointers']",2300.0,1804.0
1712,D,Empty Graph,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'shortest paths']",2000.0,3853.0
1712,C,Sort Zero,"['greedy', 'sortings']",1100.0,17656.0
1712,B,Woeful Permutation,"['constructive algorithms', 'greedy', 'number theory']",800.0,20450.0
1712,A,Wonderful Permutation,"['greedy', 'implementation']",800.0,22793.0
1711,B,Party,"['brute force', 'graphs']",1300.0,12142.0
1711,A,Perfect Permutation,['constructive algorithms'],800.0,23607.0
1710,E,Two Arrays,"['binary search', 'games', 'graph matchings']",2400.0,393.0
1710,D,Recover the Tree,"['constructive algorithms', 'trees']",3400.0,355.0
1710,C,XOR Triangle,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'math']",2500.0,1125.0
1710,B,Rain,"['binary search', 'brute force', 'data structures', 'geometry', 'greedy', 'implementation', 'math']",2100.0,2112.0
1710,A,Color the Picture,"['constructive algorithms', 'greedy', 'math']",1500.0,9643.0
1709,F,Multiset of Strings,"['bitmasks', 'brute force', 'dp', 'fft', 'flows', 'graphs', 'math', 'meet-in-the-middle', 'trees']",2500.0,475.0
1709,E,XOR Tree,"['bitmasks', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'trees']",2400.0,1874.0
1709,D,Rorororobot,"['binary search', 'data structures', 'greedy', 'math']",1700.0,7169.0
1709,C,Recover an RBS,"['constructive algorithms', 'greedy', 'implementation', 'strings']",1800.0,7676.0
1709,B,Also Try Minecraft,"['data structures', 'dp', 'implementation']",900.0,20093.0
1709,A,Three Doors,"['brute force', 'greedy', 'implementation', 'math']",800.0,26823.0
1708,B,Difference of GCDs,"['constructive algorithms', 'math']",1100.0,17739.0
1708,A,Difference Operations,"['greedy', 'math']",800.0,20670.0
1707,F,Bugaboo,"['bitmasks', 'constructive algorithms', 'dp', 'number theory']",3500.0,119.0
1707,E,Replace,"['binary search', 'data structures']",3500.0,402.0
1707,D,Partial Virtual Trees,"['combinatorics', 'dfs and similar', 'dp', 'math', 'trees']",3000.0,461.0
1707,C,DFS Trees,"['dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings', 'trees']",2400.0,1161.0
1707,B,Difference Array,"['brute force', 'data structures', 'implementation', 'sortings']",1900.0,4987.0
1707,A,Doremy's IQ,"['binary search', 'constructive algorithms', 'greedy', 'implementation']",1600.0,11360.0
1706,E,Qpwoeirut and Vertices,"['binary search', 'data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'greedy', 'trees']",2300.0,1938.0
1706,D2,Chopping Carrots (Hard Version),"['brute force', 'constructive algorithms', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']",2400.0,1456.0
1706,D1,Chopping Carrots (Easy Version),"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'number theory']",1700.0,6014.0
1706,C,Qpwoeirut And The City,"['dp', 'flows', 'greedy', 'implementation']",1400.0,12968.0
1706,B,Making Towers,"['dp', 'greedy', 'math']",1100.0,15335.0
1706,A,Another String Minimization Problem,"['2-sat', 'constructive algorithms', 'greedy', 'string suffix structures', 'strings']",800.0,21624.0
1705,F,Mark and the Online Exam,"['bitmasks', 'constructive algorithms', 'interactive', 'probabilities']",2900.0,488.0
1705,E,Mark and Professor Koro,"['binary search', 'bitmasks', 'brute force', 'combinatorics', 'data structures', 'greedy']",2300.0,1737.0
1705,D,Mark and Lightbulbs,"['combinatorics', 'constructive algorithms', 'greedy', 'math', 'sortings']",1800.0,5513.0
1705,C,Mark and His Unfinished Essay,"['brute force', 'implementation']",1400.0,11873.0
1705,B,Mark the Dust Sweeper,"['constructive algorithms', 'greedy', 'implementation']",900.0,20465.0
1705,A,Mark the Photographer,"['greedy', 'sortings']",800.0,23472.0
1704,H2,Game of AI (hard version),"['combinatorics', 'fft', 'math']",3500.0,61.0
1704,H1,Game of AI (easy version),"['combinatorics', 'constructive algorithms', 'dp', 'fft', 'math']",3200.0,142.0
1704,G,Mio and Lucky Array,"['constructive algorithms', 'fft', 'math', 'strings']",3500.0,80.0
1704,F,Colouring Game,"['constructive algorithms', 'dp', 'games']",2600.0,728.0
1704,E,Count Seconds,"['brute force', 'constructive algorithms', 'dp', 'graphs', 'implementation', 'math']",2200.0,2013.0
1704,D,Magical Array,"['constructive algorithms', 'hashing', 'implementation', 'math']",1900.0,4452.0
1704,C,Virus,"['greedy', 'implementation', 'sortings']",1200.0,12322.0
1704,B,Luke is a Foodie,"['brute force', 'greedy', 'implementation']",1000.0,14426.0
1704,A,Two 0-1 Sequences,"['constructive algorithms', 'greedy']",800.0,15190.0
1703,G,"Good Key, Bad Key","['bitmasks', 'brute force', 'dp', 'greedy', 'math']",1600.0,8235.0
1703,F,Yet Another Problem About Pairs Satisfying an Inequality,"['binary search', 'data structures', 'dp', 'greedy', 'sortings']",1300.0,14767.0
1703,E,Mirror Grid,['implementation'],1200.0,14326.0
1703,D,Double Strings,"['brute force', 'data structures', 'strings']",1100.0,20701.0
1703,C,Cypher,"['brute force', 'implementation', 'strings']",800.0,30219.0
1703,B,ICPC Balloons,"['data structures', 'implementation']",800.0,36743.0
1703,A,YES or YES?,"['brute force', 'implementation', 'strings']",800.0,46850.0
1702,G2,Passable Paths (hard version),"['data structures', 'dfs and similar', 'trees']",2000.0,3534.0
1702,G1,Passable Paths (easy version),"['dfs and similar', 'trees']",1900.0,4316.0
1702,F,Equate Multisets,"['constructive algorithms', 'data structures', 'greedy', 'math', 'number theory']",1700.0,6934.0
1702,E,Split Into Two Sets,"['dfs and similar', 'dsu', 'graphs']",1600.0,10066.0
1702,D,Not a Cheap String,['greedy'],1000.0,20527.0
1702,C,Train and Queries,"['data structures', 'greedy']",1100.0,18905.0
1702,B,Polycarp Writes a String from Memory,['greedy'],800.0,24849.0
1702,A,Round Down the Price,['constructive algorithms'],800.0,30121.0
1701,F,Points,"['combinatorics', 'data structures', 'implementation', 'math', 'matrices']",2500.0,766.0
1701,E,Text Editor,"['brute force', 'dp', 'greedy', 'strings']",2500.0,978.0
1701,D,Permutation Restoration,"['binary search', 'data structures', 'greedy', 'math', 'sortings', 'two pointers']",1900.0,5003.0
1701,C,Schedule Management,"['binary search', 'greedy', 'implementation', 'two pointers']",1400.0,13619.0
1701,B,Permutation,['greedy'],800.0,19346.0
1701,A,Grass Field,['implementation'],800.0,24396.0
1700,F,Puzzle,"['constructive algorithms', 'dp', 'greedy']",2600.0,718.0
1700,E,Serega the Pirate,"['brute force', 'constructive algorithms']",2600.0,729.0
1700,D,River Locks,"['binary search', 'dp', 'greedy', 'math']",1900.0,5194.0
1700,C,Helping the Nature,"['constructive algorithms', 'data structures', 'greedy']",1700.0,9406.0
1700,B,Palindromic Numbers,"['constructive algorithms', 'implementation', 'math']",1100.0,16877.0
1700,A,Optimal Path,"['constructive algorithms', 'greedy', 'math']",800.0,21572.0
1699,E,Three Days Grace,"['data structures', 'dp', 'greedy', 'math', 'number theory', 'two pointers']",2600.0,916.0
1699,D,Almost Triple Deletions,"['data structures', 'dp', 'greedy']",2300.0,2771.0
1699,C,The Third Problem,"['combinatorics', 'constructive algorithms', 'math']",1700.0,8547.0
1699,B,Almost Ternary Matrix,"['bitmasks', 'constructive algorithms', 'matrices']",900.0,17778.0
1699,A,The Third Three Number Problem,"['constructive algorithms', 'math']",800.0,22616.0
1698,G,Long Binary String,"['bitmasks', 'math', 'matrices', 'meet-in-the-middle', 'number theory']",2900.0,252.0
1698,F,Equal Reversal,"['constructive algorithms', 'graphs', 'implementation', 'math']",2800.0,479.0
1698,E,PermutationForces II,"['brute force', 'combinatorics', 'greedy', 'sortings', 'trees', 'two pointers']",2300.0,1462.0
1698,D,Fixed Point Guessing,"['binary search', 'constructive algorithms', 'interactive']",1600.0,7717.0
1698,C,3SUM Closure,"['brute force', 'data structures']",1300.0,15971.0
1698,B,Rising Sand,"['constructive algorithms', 'greedy', 'implementation']",800.0,20005.0
1698,A,XOR Mixup,"['bitmasks', 'brute force']",800.0,25109.0
1697,F,Too Many Constraints,"['2-sat', 'constructive algorithms', 'graphs', 'implementation']",2800.0,396.0
1697,E,Coloring,"['brute force', 'combinatorics', 'constructive algorithms', 'dp', 'geometry', 'graphs', 'greedy', 'implementation', 'math']",2400.0,1050.0
1697,D,Guess The String,"['binary search', 'constructive algorithms', 'interactive']",1900.0,3860.0
1697,C,awoo's Favorite Problem,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'implementation', 'strings', 'two pointers']",1400.0,12593.0
1697,B,Promo,"['greedy', 'sortings']",900.0,22311.0
1697,A,Parkway Walk,"['greedy', 'implementation']",800.0,24281.0
1696,H,Maximum Product?,"['brute force', 'combinatorics', 'dp', 'greedy', 'implementation', 'math', 'two pointers']",3500.0,111.0
1696,G,Fishingprince Plays With Array Again,"['brute force', 'data structures', 'geometry', 'math']",3300.0,201.0
1696,F,Tree Recovery,"['brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'trees']",2600.0,763.0
1696,E,Placing Jinas,"['combinatorics', 'math']",2000.0,3397.0
1696,D,Permutation Graph,"['binary search', 'constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'shortest paths']",1900.0,4721.0
1696,C,Fishingprince Plays With Array,"['constructive algorithms', 'greedy', 'implementation', 'math']",1400.0,10477.0
1696,B,NIT Destroys the Universe,['greedy'],900.0,17190.0
1696,A,NIT orz!,"['bitmasks', 'greedy']",800.0,17182.0
1695,E,Ambiguous Dominoes,"['constructive algorithms', 'dfs and similar', 'graphs']",2700.0,371.0
1695,D2,Tree Queries (Hard Version),"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",2300.0,1686.0
1695,D1,Tree Queries (Easy Version),"['brute force', 'constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",2200.0,1850.0
1695,C,Zero Path,"['brute force', 'data structures', 'dp', 'graphs', 'greedy', 'shortest paths']",1700.0,9061.0
1695,B,Circle Game,"['games', 'greedy']",1000.0,16847.0
1695,A,Subrectangle Guess,['games'],800.0,15566.0
1694,B,Paranoid String,"['constructive algorithms', 'greedy']",1200.0,16780.0
1694,A,Creep,"['greedy', 'implementation']",800.0,21157.0
1693,F,I Might Be Wrong,"['binary search', 'greedy', 'two pointers']",3400.0,222.0
1693,E,Outermost Maximums,"['data structures', 'greedy']",3400.0,263.0
1693,D,Decinc Dividing,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy']",2800.0,628.0
1693,C,Keshi in Search of AmShZ,"['graphs', 'greedy', 'shortest paths']",2300.0,2054.0
1693,B,Fake Plastic Trees,"['dfs and similar', 'dp', 'greedy', 'trees']",1700.0,7133.0
1693,A,Directional Increase,['greedy'],1300.0,14218.0
1692,H,Gambling,"['data structures', 'dp', 'greedy', 'math']",1700.0,5945.0
1692,G,2^Sort,"['data structures', 'dp', 'sortings', 'two pointers']",1400.0,12820.0
1692,F,3SUM,"['brute force', 'math']",1300.0,16936.0
1692,E,Binary Deque,"['binary search', 'implementation', 'two pointers']",1200.0,16193.0
1692,D,The Clock,"['brute force', 'implementation']",1100.0,16664.0
1692,C,Where's the Bishop?,['implementation'],800.0,28496.0
1692,B,All Distinct,"['greedy', 'sortings']",800.0,28715.0
1692,A,Marathon,['implementation'],800.0,45699.0
1691,F,K-Set Tree,"['combinatorics', 'dfs and similar', 'dp', 'math', 'trees']",2500.0,785.0
1691,E,Number of Groups,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",2300.0,1553.0
1691,D,Max GEQ Sum,"['binary search', 'constructive algorithms', 'data structures', 'divide and conquer', 'implementation', 'two pointers']",1800.0,4693.0
1691,C,Sum of Substrings,"['brute force', 'constructive algorithms', 'greedy', 'math', 'strings']",1400.0,13672.0
1691,B,Shoe Shuffling,"['constructive algorithms', 'greedy', 'implementation', 'two pointers']",1000.0,19114.0
1691,A,Beat The Odds,"['brute force', 'greedy', 'math']",800.0,27325.0
1690,G,Count the Trains,"['binary search', 'data structures', 'greedy', 'sortings']",2000.0,2763.0
1690,F,Shifting String,"['graphs', 'math', 'number theory', 'strings']",1700.0,5921.0
1690,E,Price Maximization,"['binary search', 'greedy', 'math', 'two pointers']",1500.0,12581.0
1690,D,Black and White Stripe,"['implementation', 'two pointers']",1000.0,21986.0
1690,C,Restoring the Duration of Tasks,"['data structures', 'greedy', 'implementation']",800.0,23602.0
1690,B,Array Decrements,"['greedy', 'implementation']",800.0,23102.0
1690,A,Print a Pedestal (Codeforces logo?),"['constructive algorithms', 'greedy']",800.0,30170.0
1689,E,ANDfinity,"['bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",2500.0,1024.0
1689,D,Lena and Matrix,"['data structures', 'dp', 'geometry', 'shortest paths']",1900.0,3605.0
1689,C,Infected Tree,"['dfs and similar', 'dp', 'trees']",1600.0,8846.0
1689,B,Mystic Permutation,"['data structures', 'greedy']",900.0,15923.0
1689,A,Lex String,"['brute force', 'greedy', 'implementation', 'sortings', 'two pointers']",800.0,15623.0
1688,C,Manipulating History,"['constructive algorithms', 'greedy', 'strings']",1700.0,7258.0
1688,B,Patchouli's Magical Talisman,"['bitmasks', 'constructive algorithms', 'greedy', 'sortings']",800.0,17021.0
1688,A,Cirno's Perfect Bitmasks Classroom,"['bitmasks', 'brute force']",800.0,19018.0
1687,F,Koishi's Unconscious Permutation,"['fft', 'math']",3500.0,67.0
1687,E,Become Big For Me,"['combinatorics', 'constructive algorithms', 'greedy', 'math', 'number theory']",3500.0,180.0
1687,D,Cute number,"['binary search', 'brute force', 'data structures', 'dsu', 'implementation', 'math']",2900.0,471.0
1687,C,Sanae and Giant Robot,"['binary search', 'brute force', 'data structures', 'dsu', 'greedy', 'sortings']",2500.0,1198.0
